locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCMMFKD_03216	CDS	1521	aer		COG0840	Aerotaxis receptor
JBCMMFKD_03217	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
JBCMMFKD_03218	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
JBCMMFKD_03219	tRNA	76				tRNA-Met(cat)
JBCMMFKD_03220	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
JBCMMFKD_03221	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
JBCMMFKD_03222	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
JBCMMFKD_03223	CDS	216	rpsU		COG0828	30S ribosomal protein S21
JBCMMFKD_03224	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JBCMMFKD_03225	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
JBCMMFKD_03226	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
JBCMMFKD_03227	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
JBCMMFKD_03228	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
JBCMMFKD_03229	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
JBCMMFKD_03230	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JBCMMFKD_03231	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JBCMMFKD_03232	CDS	189	yhjR			Protein YhjR
JBCMMFKD_03233	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
JBCMMFKD_03234	CDS	192				hypothetical protein
JBCMMFKD_03235	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
JBCMMFKD_03236	CDS	108	ldrD			Small toxic polypeptide LdrD
JBCMMFKD_03237	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
JBCMMFKD_03238	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
JBCMMFKD_03239	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
JBCMMFKD_03240	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
JBCMMFKD_03241	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
JBCMMFKD_03242	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
JBCMMFKD_03243	tRNA	77				tRNA-Pro(cgg)
JBCMMFKD_03244	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
JBCMMFKD_03245	CDS	1209	yhjX			putative MFS-type transporter YhjX
JBCMMFKD_03246	CDS	699				hypothetical protein
JBCMMFKD_03247	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JBCMMFKD_03248	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
JBCMMFKD_03249	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
JBCMMFKD_03250	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
JBCMMFKD_03251	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
JBCMMFKD_03252	CDS	711				hypothetical protein
JBCMMFKD_03253	CDS	291				hypothetical protein
JBCMMFKD_03254	CDS	213	cspA		COG1278	Cold shock protein CspA
JBCMMFKD_03255	CDS	153	hokA			Protein HokA
JBCMMFKD_03256	CDS	1026	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
JBCMMFKD_03257	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
JBCMMFKD_03258	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
JBCMMFKD_03259	CDS	1185				putative transporter
JBCMMFKD_03260	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
JBCMMFKD_03261	CDS	336				hypothetical protein
JBCMMFKD_03262	CDS	531	mprA		COG1846	Transcriptional repressor MprA
JBCMMFKD_03263	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
JBCMMFKD_03264	CDS	1539	emrB			Multidrug export protein EmrB
JBCMMFKD_03265	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
JBCMMFKD_03266	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
JBCMMFKD_03267	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
JBCMMFKD_03268	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
JBCMMFKD_03269	tRNA	76				tRNA-Arg(acg)
JBCMMFKD_03270	tRNA	93				tRNA-Ser(gct)
JBCMMFKD_03271	CDS	186	csrA		COG1551	Carbon storage regulator
JBCMMFKD_03272	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
JBCMMFKD_03273	CDS	501	recX		COG2137	Regulatory protein RecX
JBCMMFKD_03274	CDS	1062	recA		COG0468	Protein RecA
JBCMMFKD_03275	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
JBCMMFKD_03276	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
JBCMMFKD_03277	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
JBCMMFKD_03278	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
JBCMMFKD_03279	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
JBCMMFKD_03280	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
JBCMMFKD_03281	CDS	360				hypothetical protein
JBCMMFKD_03282	CDS	774	srlR_3		COG1349	Glucitol operon repressor
JBCMMFKD_03283	CDS	1683	glcA		COG1620	Glycolate permease GlcA
JBCMMFKD_03284	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
JBCMMFKD_03285	CDS	405				hypothetical protein
JBCMMFKD_03286	CDS	1224	lutA_1			Lactate utilization protein A
JBCMMFKD_03287	CDS	1053				hypothetical protein
JBCMMFKD_03288	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JBCMMFKD_03289	CDS	765	glcC		COG2186	Glc operon transcriptional activator
JBCMMFKD_03290	CDS	1143	yghO			Protein YghO
JBCMMFKD_03291	CDS	1689		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
JBCMMFKD_03292	CDS	915	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
JBCMMFKD_03293	CDS	249	acpP_2			Acyl carrier protein
JBCMMFKD_03294	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
JBCMMFKD_03295	CDS	1080	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
JBCMMFKD_03296	CDS	1071				hypothetical protein
JBCMMFKD_03297	CDS	561	ytfJ_2		COG3054	putative protein YtfJ
JBCMMFKD_03298	CDS	825				hypothetical protein
JBCMMFKD_03299	CDS	1350				hypothetical protein
JBCMMFKD_03300	CDS	759				hypothetical protein
JBCMMFKD_03301	CDS	699				hypothetical protein
JBCMMFKD_03302	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
JBCMMFKD_03303	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
JBCMMFKD_03304	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
JBCMMFKD_03305	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JBCMMFKD_03306	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
JBCMMFKD_03307	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
JBCMMFKD_03308	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
JBCMMFKD_03309	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
JBCMMFKD_03310	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
JBCMMFKD_03311	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
JBCMMFKD_03312	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
JBCMMFKD_03313	CDS	216	bdm			Protein bdm
JBCMMFKD_03314	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
JBCMMFKD_03315	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
JBCMMFKD_03316	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
JBCMMFKD_03317	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JBCMMFKD_03318	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
JBCMMFKD_03319	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
JBCMMFKD_03320	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
JBCMMFKD_03321	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
JBCMMFKD_03322	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
JBCMMFKD_03323	CDS	1320				hypothetical protein
JBCMMFKD_03324	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
JBCMMFKD_03325	CDS	141	gadB_1	4.1.1.15	COG0076	Glutamate decarboxylase beta
JBCMMFKD_03326	CDS	636				hypothetical protein
JBCMMFKD_03327	CDS	348				hypothetical protein
JBCMMFKD_03328	CDS	909				hypothetical protein
JBCMMFKD_03329	CDS	531				hypothetical protein
JBCMMFKD_03330	CDS	2859				hypothetical protein
JBCMMFKD_03331	CDS	1113				hypothetical protein
JBCMMFKD_03332	CDS	216				hypothetical protein
JBCMMFKD_03333	CDS	1191	gpFI			Putative prophage major tail sheath protein
JBCMMFKD_03334	CDS	780				hypothetical protein
JBCMMFKD_03335	CDS	255				hypothetical protein
JBCMMFKD_03336	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
JBCMMFKD_03337	CDS	333				hypothetical protein
JBCMMFKD_03338	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
JBCMMFKD_03339	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
JBCMMFKD_03340	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
JBCMMFKD_03341	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
JBCMMFKD_03342	CDS	3123	mdtB			Multidrug resistance protein MdtB
JBCMMFKD_03343	CDS	1248	mdtA			Multidrug resistance protein MdtA
JBCMMFKD_03344	CDS	129				hypothetical protein
JBCMMFKD_03345	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
JBCMMFKD_03346	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JBCMMFKD_03347	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
JBCMMFKD_03348	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
JBCMMFKD_03349	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
JBCMMFKD_03350	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
JBCMMFKD_03351	CDS	858	murR_1		COG1737	HTH-type transcriptional regulator MurR
JBCMMFKD_03352	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JBCMMFKD_03353	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
JBCMMFKD_03354	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
JBCMMFKD_03355	CDS	576	yfeY			putative protein YfeY
JBCMMFKD_03356	CDS	450	yfeZ			Inner membrane protein YfeZ
JBCMMFKD_03357	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
JBCMMFKD_03358	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
JBCMMFKD_03359	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
JBCMMFKD_03360	CDS	1053				hypothetical protein
JBCMMFKD_03361	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
JBCMMFKD_03362	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
JBCMMFKD_03363	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JBCMMFKD_03364	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JBCMMFKD_03365	CDS	1404				hypothetical protein
JBCMMFKD_03366	CDS	1227				hypothetical protein
JBCMMFKD_03367	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
JBCMMFKD_03368	CDS	837	ftsA_2			Cell division protein FtsA
JBCMMFKD_03369	CDS	99				hypothetical protein
JBCMMFKD_03370	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
JBCMMFKD_03371	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
JBCMMFKD_03372	tRNA	76				tRNA-Thr(cgt)
JBCMMFKD_03373	CDS	411				hypothetical protein
JBCMMFKD_03374	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
JBCMMFKD_03375	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
JBCMMFKD_03376	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
JBCMMFKD_03377	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
JBCMMFKD_03378	CDS	615	yagU		COG3477	Inner membrane protein YagU
JBCMMFKD_03379	CDS	711	ecpE			putative fimbrial chaperone EcpE
JBCMMFKD_03380	CDS	1644	ecpD			Fimbria adhesin EcpD
JBCMMFKD_03381	CDS	2526	ecpC			putative outer membrane usher protein EcpC
JBCMMFKD_03382	CDS	669	ecpB			putative fimbrial chaperone EcpB
JBCMMFKD_03383	CDS	636	ecpA			Common pilus major fimbrillin subunit EcpA
JBCMMFKD_03384	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
JBCMMFKD_03385	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
JBCMMFKD_03386	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
JBCMMFKD_03387	CDS	102	ykgR			putative membrane protein YkgR
JBCMMFKD_03388	CDS	735				hypothetical protein
JBCMMFKD_03389	CDS	375				hypothetical protein
JBCMMFKD_03390	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
JBCMMFKD_03391	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
JBCMMFKD_03392	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JBCMMFKD_03393	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
JBCMMFKD_03394	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
JBCMMFKD_03395	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
JBCMMFKD_03396	CDS	987	zipA		COG3115	Cell division protein ZipA
JBCMMFKD_03397	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
JBCMMFKD_03398	CDS	219				hypothetical protein
JBCMMFKD_03399	CDS	999				hypothetical protein
JBCMMFKD_03400	CDS	927	cynR_3			HTH-type transcriptional regulator CynR
JBCMMFKD_03401	CDS	342				hypothetical protein
JBCMMFKD_03402	tRNA	76				tRNA-Lys(ttt)
JBCMMFKD_03403	tRNA	76				tRNA-Val(tac)
JBCMMFKD_03404	tRNA	76				tRNA-Lys(ttt)
JBCMMFKD_03405	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
JBCMMFKD_03406	CDS	522	pal_2		COG2885	Peptidoglycan-associated lipoprotein
JBCMMFKD_03407	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
JBCMMFKD_03408	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
JBCMMFKD_03409	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
JBCMMFKD_03410	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
JBCMMFKD_03411	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
JBCMMFKD_03412	CDS	294				hypothetical protein
JBCMMFKD_03413	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
JBCMMFKD_03414	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JBCMMFKD_03415	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
JBCMMFKD_03416	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
JBCMMFKD_03417	CDS	1317	abaF			Fosfomycin resistance protein AbaF
JBCMMFKD_03418	CDS	705				hypothetical protein
JBCMMFKD_03419	CDS	7104				hypothetical protein
JBCMMFKD_03420	CDS	150				hypothetical protein
JBCMMFKD_03421	tRNA	76				tRNA-Asn(gtt)
JBCMMFKD_03422	CDS	798	mtfA		COG3228	Protein MtfA
JBCMMFKD_03423	tRNA	90				tRNA-Ser(cga)
JBCMMFKD_03424	CDS	531	yodB		COG3038	Cytochrome b561 
JBCMMFKD_03425	CDS	672	zinT		COG3443	Metal-binding protein ZinT
JBCMMFKD_03426	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
JBCMMFKD_03427	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JBCMMFKD_03428	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
JBCMMFKD_03429	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
JBCMMFKD_03430	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
JBCMMFKD_03431	CDS	660	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
JBCMMFKD_03432	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
JBCMMFKD_03433	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
JBCMMFKD_03434	CDS	780				hypothetical protein
JBCMMFKD_03435	CDS	540				hypothetical protein
JBCMMFKD_03436	CDS	441				hypothetical protein
JBCMMFKD_03437	CDS	405				hypothetical protein
JBCMMFKD_03438	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
JBCMMFKD_03439	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
JBCMMFKD_03440	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
JBCMMFKD_03441	CDS	1287	damX		COG3266	Cell division protein DamX
JBCMMFKD_03442	CDS	837	dam_2	2.1.1.72	COG0338	DNA adenine methylase
JBCMMFKD_03443	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
JBCMMFKD_03444	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JBCMMFKD_03445	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
JBCMMFKD_03446	CDS	906				hypothetical protein
JBCMMFKD_03447	CDS	363				hypothetical protein
JBCMMFKD_03448	CDS	1164	yhfX		COG3457	putative protein YhfX
JBCMMFKD_03449	CDS	1227	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
JBCMMFKD_03450	CDS	879	php		COG1735	Phosphotriesterase homology protein
JBCMMFKD_03451	CDS	354				hypothetical protein
JBCMMFKD_03452	CDS	1305				hypothetical protein
JBCMMFKD_03453	CDS	495	yhfS_1			putative protein YhfS
JBCMMFKD_03454	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
JBCMMFKD_03455	CDS	405	ydfO		COG5562	putative protein YdfO
JBCMMFKD_03456	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
JBCMMFKD_03457	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
JBCMMFKD_03458	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
JBCMMFKD_03459	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
JBCMMFKD_03460	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
JBCMMFKD_03461	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
JBCMMFKD_03462	CDS	672	phoP			Transcriptional regulatory protein PhoP
JBCMMFKD_03463	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
JBCMMFKD_03464	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
JBCMMFKD_03465	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
JBCMMFKD_03466	CDS	1137	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JBCMMFKD_03467	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
JBCMMFKD_03468	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
JBCMMFKD_03469	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
JBCMMFKD_03470	CDS	408	ymfA			Inner membrane protein YmfA
JBCMMFKD_03471	CDS	789	ycfZ			Inner membrane protein YcfZ
JBCMMFKD_03472	CDS	840	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
JBCMMFKD_03473	CDS	441	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
JBCMMFKD_03474	CDS	2784				hypothetical protein
JBCMMFKD_03475	CDS	2373				hypothetical protein
JBCMMFKD_03476	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
JBCMMFKD_03477	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
JBCMMFKD_03478	CDS	1683				hypothetical protein
JBCMMFKD_03479	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
JBCMMFKD_03480	CDS	198	safA			Two-component-system connector protein SafA
JBCMMFKD_03481	CDS	2280	ydeP		COG0243	Protein YdeP
JBCMMFKD_03482	CDS	915	fimH_2			Type 1 fimbrin D-mannose specific adhesin
JBCMMFKD_03483	CDS	504	fimG_2			Protein FimG
JBCMMFKD_03484	CDS	531	fimF_2			Protein FimF
JBCMMFKD_03485	CDS	1149	fimD_3		COG3188	Outer membrane usher protein FimD
JBCMMFKD_03486	CDS	801	fimD_4		COG3188	Outer membrane usher protein FimD
JBCMMFKD_03487	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
JBCMMFKD_03488	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
JBCMMFKD_03489	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
JBCMMFKD_03490	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
JBCMMFKD_03491	CDS	228	ygdR_2			putative lipoprotein YgdR
JBCMMFKD_03492	CDS	918	gcvA			Glycine cleavage system transcriptional activator
JBCMMFKD_03493	CDS	396				hypothetical protein
JBCMMFKD_03494	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
JBCMMFKD_03495	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
JBCMMFKD_03496	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
JBCMMFKD_03497	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
JBCMMFKD_03498	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
JBCMMFKD_03499	CDS	1500	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JBCMMFKD_03500	CDS	984	rbsC_2		COG1172	Ribose import permease protein RbsC
JBCMMFKD_03501	CDS	951	rbsB		COG1879	Ribose import binding protein RbsB
JBCMMFKD_03502	CDS	1581	araB_2	2.7.1.16	COG1069	Ribulokinase
JBCMMFKD_03503	CDS	999	cra_2		COG1609	Catabolite repressor/activator
JBCMMFKD_03504	CDS	462	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
JBCMMFKD_03505	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
JBCMMFKD_03506	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
JBCMMFKD_03507	CDS	1497	yhjJ		COG0612	Protein YhjJ
JBCMMFKD_03508	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
JBCMMFKD_03509	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
JBCMMFKD_03510	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
JBCMMFKD_03511	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
JBCMMFKD_03512	CDS	2304	bcsB			Cyclic di-GMP-binding protein
JBCMMFKD_03513	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
JBCMMFKD_03514	CDS	570	bcsQ			Cellulose biosynthesis protein BcsQ
JBCMMFKD_03515	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
JBCMMFKD_03516	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
JBCMMFKD_03517	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
JBCMMFKD_03518	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
JBCMMFKD_03519	CDS	1251	entS		COG0477	Enterobactin exporter EntS
JBCMMFKD_03520	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
JBCMMFKD_03521	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
JBCMMFKD_03522	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
JBCMMFKD_03523	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JBCMMFKD_03524	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
JBCMMFKD_03525	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
JBCMMFKD_03526	CDS	1023	cstA_1		COG1966	Peptide transporter CstA
JBCMMFKD_03527	CDS	1050	cstA_2		COG1966	Peptide transporter CstA
JBCMMFKD_03528	CDS	198				hypothetical protein
JBCMMFKD_03529	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
JBCMMFKD_03530	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
JBCMMFKD_03531	CDS	630	ybdM		COG1475	putative protein YbdM
JBCMMFKD_03532	CDS	1062				hypothetical protein
JBCMMFKD_03533	CDS	492				hypothetical protein
JBCMMFKD_03534	CDS	951	corA		COG0598	Magnesium transport protein CorA
JBCMMFKD_03535	CDS	765				hypothetical protein
JBCMMFKD_03536	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
JBCMMFKD_03537	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
JBCMMFKD_03538	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
